,Use Case,LTE/5g Category,Technology Supported,Day,Time,GBR,Packet Loss Rate,Packet delay,slice Type
40315,Industry 4.0,18,"IoT(LTE-M, NB-IoT)",saturday,19,Non-GBR,1e-06,10,URLLC
40316,Industry 4.0,18,"IoT(LTE-M, NB-IoT)",saturday,20,Non-GBR,1e-06,10,URLLC
40317,Industry 4.0,18,"IoT(LTE-M, NB-IoT)",saturday,21,Non-GBR,1e-06,10,URLLC
40318,Industry 4.0,18,"IoT(LTE-M, NB-IoT)",saturday,22,Non-GBR,1e-06,10,URLLC
40319,Industry 4.0,18,"IoT(LTE-M, NB-IoT)",saturday,23,Non-GBR,1e-06,10,URLLC
40320,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,0,Non-GBR,1e-06,10,URLLC
40321,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,1,Non-GBR,1e-06,10,URLLC
40322,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,2,Non-GBR,1e-06,10,URLLC
40323,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,3,Non-GBR,1e-06,10,URLLC
40324,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,4,Non-GBR,1e-06,10,URLLC
40325,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,5,Non-GBR,1e-06,10,URLLC
40326,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,6,Non-GBR,1e-06,10,URLLC
40327,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,7,Non-GBR,1e-06,10,URLLC
40328,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,8,Non-GBR,1e-06,10,URLLC
40329,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,9,Non-GBR,1e-06,10,URLLC
40330,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,10,Non-GBR,1e-06,10,URLLC
40331,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,11,Non-GBR,1e-06,10,URLLC
40332,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,12,Non-GBR,1e-06,10,URLLC
40333,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,13,Non-GBR,1e-06,10,URLLC
40334,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,14,Non-GBR,1e-06,10,URLLC
40335,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,15,Non-GBR,1e-06,10,URLLC
40336,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,16,Non-GBR,1e-06,10,URLLC
40337,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,17,Non-GBR,1e-06,10,URLLC
40338,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,18,Non-GBR,1e-06,10,URLLC
40339,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,19,Non-GBR,1e-06,10,URLLC
40340,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,20,Non-GBR,1e-06,10,URLLC
40341,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,21,Non-GBR,1e-06,10,URLLC
40342,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,22,Non-GBR,1e-06,10,URLLC
40343,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",sunday,23,Non-GBR,1e-06,10,URLLC
40344,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,0,Non-GBR,1e-06,10,URLLC
40345,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,1,Non-GBR,1e-06,10,URLLC
40346,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,2,Non-GBR,1e-06,10,URLLC
40347,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,3,Non-GBR,1e-06,10,URLLC
40348,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,4,Non-GBR,1e-06,10,URLLC
40349,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,5,Non-GBR,1e-06,10,URLLC
40350,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,6,Non-GBR,1e-06,10,URLLC
40351,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,7,Non-GBR,1e-06,10,URLLC
40352,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,8,Non-GBR,1e-06,10,URLLC
40353,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,9,Non-GBR,1e-06,10,URLLC
40354,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,10,Non-GBR,1e-06,10,URLLC
40355,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,11,Non-GBR,1e-06,10,URLLC
40356,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,12,Non-GBR,1e-06,10,URLLC
40357,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,13,Non-GBR,1e-06,10,URLLC
40358,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,14,Non-GBR,1e-06,10,URLLC
40359,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,15,Non-GBR,1e-06,10,URLLC
40360,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,16,Non-GBR,1e-06,10,URLLC
40361,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,17,Non-GBR,1e-06,10,URLLC
40362,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,18,Non-GBR,1e-06,10,URLLC
40363,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,19,Non-GBR,1e-06,10,URLLC
40364,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,20,Non-GBR,1e-06,10,URLLC
40365,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,21,Non-GBR,1e-06,10,URLLC
40366,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,22,Non-GBR,1e-06,10,URLLC
40367,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",monday,23,Non-GBR,1e-06,10,URLLC
40368,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,0,Non-GBR,1e-06,10,URLLC
40369,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,1,Non-GBR,1e-06,10,URLLC
40370,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,2,Non-GBR,1e-06,10,URLLC
40371,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,3,Non-GBR,1e-06,10,URLLC
40372,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,4,Non-GBR,1e-06,10,URLLC
40373,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,5,Non-GBR,1e-06,10,URLLC
40374,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,6,Non-GBR,1e-06,10,URLLC
40375,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,7,Non-GBR,1e-06,10,URLLC
40376,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,8,Non-GBR,1e-06,10,URLLC
40377,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,9,Non-GBR,1e-06,10,URLLC
40378,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,10,Non-GBR,1e-06,10,URLLC
40379,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,11,Non-GBR,1e-06,10,URLLC
40380,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,12,Non-GBR,1e-06,10,URLLC
40381,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,13,Non-GBR,1e-06,10,URLLC
40382,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,14,Non-GBR,1e-06,10,URLLC
40383,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,15,Non-GBR,1e-06,10,URLLC
40384,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,16,Non-GBR,1e-06,10,URLLC
40385,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,17,Non-GBR,1e-06,10,URLLC
40386,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,18,Non-GBR,1e-06,10,URLLC
40387,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,19,Non-GBR,1e-06,10,URLLC
40388,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,20,Non-GBR,1e-06,10,URLLC
40389,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,21,Non-GBR,1e-06,10,URLLC
40390,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,22,Non-GBR,1e-06,10,URLLC
40391,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",tuesday,23,Non-GBR,1e-06,10,URLLC
40392,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,0,Non-GBR,1e-06,10,URLLC
40393,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,1,Non-GBR,1e-06,10,URLLC
40394,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,2,Non-GBR,1e-06,10,URLLC
40395,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,3,Non-GBR,1e-06,10,URLLC
40396,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,4,Non-GBR,1e-06,10,URLLC
40397,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,5,Non-GBR,1e-06,10,URLLC
40398,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,6,Non-GBR,1e-06,10,URLLC
40399,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,7,Non-GBR,1e-06,10,URLLC
40400,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,8,Non-GBR,1e-06,10,URLLC
40401,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,9,Non-GBR,1e-06,10,URLLC
40402,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,10,Non-GBR,1e-06,10,URLLC
40403,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,11,Non-GBR,1e-06,10,URLLC
40404,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,12,Non-GBR,1e-06,10,URLLC
40405,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,13,Non-GBR,1e-06,10,URLLC
40406,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,14,Non-GBR,1e-06,10,URLLC
40407,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,15,Non-GBR,1e-06,10,URLLC
40408,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,16,Non-GBR,1e-06,10,URLLC
40409,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,17,Non-GBR,1e-06,10,URLLC
40410,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,18,Non-GBR,1e-06,10,URLLC
40411,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,19,Non-GBR,1e-06,10,URLLC
40412,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,20,Non-GBR,1e-06,10,URLLC
40413,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,21,Non-GBR,1e-06,10,URLLC
40414,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,22,Non-GBR,1e-06,10,URLLC
40415,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",wednesday,23,Non-GBR,1e-06,10,URLLC
40416,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,0,Non-GBR,1e-06,10,URLLC
40417,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,1,Non-GBR,1e-06,10,URLLC
40418,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,2,Non-GBR,1e-06,10,URLLC
40419,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,3,Non-GBR,1e-06,10,URLLC
40420,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,4,Non-GBR,1e-06,10,URLLC
40421,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,5,Non-GBR,1e-06,10,URLLC
40422,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,6,Non-GBR,1e-06,10,URLLC
40423,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,7,Non-GBR,1e-06,10,URLLC
40424,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,8,Non-GBR,1e-06,10,URLLC
40425,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,9,Non-GBR,1e-06,10,URLLC
40426,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,10,Non-GBR,1e-06,10,URLLC
40427,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,11,Non-GBR,1e-06,10,URLLC
40428,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,12,Non-GBR,1e-06,10,URLLC
40429,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,13,Non-GBR,1e-06,10,URLLC
40430,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,14,Non-GBR,1e-06,10,URLLC
40431,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,15,Non-GBR,1e-06,10,URLLC
40432,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,16,Non-GBR,1e-06,10,URLLC
40433,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,17,Non-GBR,1e-06,10,URLLC
40434,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,18,Non-GBR,1e-06,10,URLLC
40435,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,19,Non-GBR,1e-06,10,URLLC
40436,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,20,Non-GBR,1e-06,10,URLLC
40437,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,21,Non-GBR,1e-06,10,URLLC
40438,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,22,Non-GBR,1e-06,10,URLLC
40439,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",thrusday,23,Non-GBR,1e-06,10,URLLC
40440,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,0,Non-GBR,1e-06,10,URLLC
40441,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,1,Non-GBR,1e-06,10,URLLC
40442,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,2,Non-GBR,1e-06,10,URLLC
40443,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,3,Non-GBR,1e-06,10,URLLC
40444,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,4,Non-GBR,1e-06,10,URLLC
40445,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,5,Non-GBR,1e-06,10,URLLC
40446,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,6,Non-GBR,1e-06,10,URLLC
40447,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,7,Non-GBR,1e-06,10,URLLC
40448,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,8,Non-GBR,1e-06,10,URLLC
40449,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,9,Non-GBR,1e-06,10,URLLC
40450,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,10,Non-GBR,1e-06,10,URLLC
40451,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,11,Non-GBR,1e-06,10,URLLC
40452,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,12,Non-GBR,1e-06,10,URLLC
40453,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,13,Non-GBR,1e-06,10,URLLC
40454,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,14,Non-GBR,1e-06,10,URLLC
40455,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,15,Non-GBR,1e-06,10,URLLC
40456,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,16,Non-GBR,1e-06,10,URLLC
40457,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,17,Non-GBR,1e-06,10,URLLC
40458,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,18,Non-GBR,1e-06,10,URLLC
40459,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,19,Non-GBR,1e-06,10,URLLC
40460,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,20,Non-GBR,1e-06,10,URLLC
40461,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,21,Non-GBR,1e-06,10,URLLC
40462,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,22,Non-GBR,1e-06,10,URLLC
40463,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",friday,23,Non-GBR,1e-06,10,URLLC
40464,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,0,Non-GBR,1e-06,10,URLLC
40465,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,1,Non-GBR,1e-06,10,URLLC
40466,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,2,Non-GBR,1e-06,10,URLLC
40467,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,3,Non-GBR,1e-06,10,URLLC
40468,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,4,Non-GBR,1e-06,10,URLLC
40469,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,5,Non-GBR,1e-06,10,URLLC
40470,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,6,Non-GBR,1e-06,10,URLLC
40471,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,7,Non-GBR,1e-06,10,URLLC
40472,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,8,Non-GBR,1e-06,10,URLLC
40473,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,9,Non-GBR,1e-06,10,URLLC
40474,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,10,Non-GBR,1e-06,10,URLLC
40475,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,11,Non-GBR,1e-06,10,URLLC
40476,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,12,Non-GBR,1e-06,10,URLLC
40477,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,13,Non-GBR,1e-06,10,URLLC
40478,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,14,Non-GBR,1e-06,10,URLLC
40479,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,15,Non-GBR,1e-06,10,URLLC
40480,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,16,Non-GBR,1e-06,10,URLLC
40481,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,17,Non-GBR,1e-06,10,URLLC
40482,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,18,Non-GBR,1e-06,10,URLLC
40483,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,19,Non-GBR,1e-06,10,URLLC
40484,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,20,Non-GBR,1e-06,10,URLLC
40485,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,21,Non-GBR,1e-06,10,URLLC
40486,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,22,Non-GBR,1e-06,10,URLLC
40487,Industry 4.0,19,"IoT(LTE-M, NB-IoT)",saturday,23,Non-GBR,1e-06,10,URLLC
40488,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,0,Non-GBR,1e-06,10,URLLC
40489,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,1,Non-GBR,1e-06,10,URLLC
40490,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,2,Non-GBR,1e-06,10,URLLC
40491,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,3,Non-GBR,1e-06,10,URLLC
40492,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,4,Non-GBR,1e-06,10,URLLC
40493,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,5,Non-GBR,1e-06,10,URLLC
40494,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,6,Non-GBR,1e-06,10,URLLC
40495,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,7,Non-GBR,1e-06,10,URLLC
40496,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,8,Non-GBR,1e-06,10,URLLC
40497,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,9,Non-GBR,1e-06,10,URLLC
40498,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,10,Non-GBR,1e-06,10,URLLC
40499,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,11,Non-GBR,1e-06,10,URLLC
40500,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,12,Non-GBR,1e-06,10,URLLC
40501,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,13,Non-GBR,1e-06,10,URLLC
40502,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,14,Non-GBR,1e-06,10,URLLC
40503,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,15,Non-GBR,1e-06,10,URLLC
40504,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,16,Non-GBR,1e-06,10,URLLC
40505,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,17,Non-GBR,1e-06,10,URLLC
40506,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,18,Non-GBR,1e-06,10,URLLC
40507,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,19,Non-GBR,1e-06,10,URLLC
40508,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,20,Non-GBR,1e-06,10,URLLC
40509,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,21,Non-GBR,1e-06,10,URLLC
40510,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,22,Non-GBR,1e-06,10,URLLC
40511,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",sunday,23,Non-GBR,1e-06,10,URLLC
40512,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,0,Non-GBR,1e-06,10,URLLC
40513,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,1,Non-GBR,1e-06,10,URLLC
40514,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,2,Non-GBR,1e-06,10,URLLC
40515,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,3,Non-GBR,1e-06,10,URLLC
40516,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,4,Non-GBR,1e-06,10,URLLC
40517,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,5,Non-GBR,1e-06,10,URLLC
40518,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,6,Non-GBR,1e-06,10,URLLC
40519,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,7,Non-GBR,1e-06,10,URLLC
40520,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,8,Non-GBR,1e-06,10,URLLC
40521,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,9,Non-GBR,1e-06,10,URLLC
40522,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,10,Non-GBR,1e-06,10,URLLC
40523,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,11,Non-GBR,1e-06,10,URLLC
40524,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,12,Non-GBR,1e-06,10,URLLC
40525,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,13,Non-GBR,1e-06,10,URLLC
40526,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,14,Non-GBR,1e-06,10,URLLC
40527,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,15,Non-GBR,1e-06,10,URLLC
40528,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,16,Non-GBR,1e-06,10,URLLC
40529,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,17,Non-GBR,1e-06,10,URLLC
40530,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,18,Non-GBR,1e-06,10,URLLC
40531,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,19,Non-GBR,1e-06,10,URLLC
40532,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,20,Non-GBR,1e-06,10,URLLC
40533,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,21,Non-GBR,1e-06,10,URLLC
40534,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,22,Non-GBR,1e-06,10,URLLC
40535,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",monday,23,Non-GBR,1e-06,10,URLLC
40536,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,0,Non-GBR,1e-06,10,URLLC
40537,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,1,Non-GBR,1e-06,10,URLLC
40538,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,2,Non-GBR,1e-06,10,URLLC
40539,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,3,Non-GBR,1e-06,10,URLLC
40540,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,4,Non-GBR,1e-06,10,URLLC
40541,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,5,Non-GBR,1e-06,10,URLLC
40542,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,6,Non-GBR,1e-06,10,URLLC
40543,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,7,Non-GBR,1e-06,10,URLLC
40544,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,8,Non-GBR,1e-06,10,URLLC
40545,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,9,Non-GBR,1e-06,10,URLLC
40546,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,10,Non-GBR,1e-06,10,URLLC
40547,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,11,Non-GBR,1e-06,10,URLLC
40548,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,12,Non-GBR,1e-06,10,URLLC
40549,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,13,Non-GBR,1e-06,10,URLLC
40550,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,14,Non-GBR,1e-06,10,URLLC
40551,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,15,Non-GBR,1e-06,10,URLLC
40552,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,16,Non-GBR,1e-06,10,URLLC
40553,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,17,Non-GBR,1e-06,10,URLLC
40554,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,18,Non-GBR,1e-06,10,URLLC
40555,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,19,Non-GBR,1e-06,10,URLLC
40556,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,20,Non-GBR,1e-06,10,URLLC
40557,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,21,Non-GBR,1e-06,10,URLLC
40558,Industry 4.0,20,"IoT(LTE-M, NB-IoT)",tuesday,22,Non-GBR,1e-06,10,URLLC
